Num Org,Articulo,Valor Nominal,Valor Cuota,Tipo Articulo,Nro Titulo,Nombre,Codigo Postal,Localidad,Cod. Provincia,Región,Fecha Nacimiento,Edad,Sexo,Cuota,Fecha Pago,Periodo,Tipo de venta,Estado Civil,Nivel Educativo
13,864,9185212,32000,Moto,740488,"BRUNO, LILIANA PATRICIA",420000,SANTIAGO DEL ESTERO,Santiago del Estero,NOA,29/04/1964,60,Femenino,1,13/03/23,03/2023,Tradicional,Casado(a),Primario
13,862,N/A,N/A,Automóvil,740496,"LOPEZ, TERESA ADRIANA",420000,SANTIAGO DEL ESTERO,Santiago del Estero,NOA,31/03/1976,48,Femenino,1,20/03/23,03/2023,Tradicional,Divorciado(a),Universitario
13,869,7261629,25300,Moto,740498,"CASTILLO, VICTOR OSVALDO",420000,SANTIAGO DEL ESTERO,Santiago del Estero,NOA,5/03/1973,51,Masculino,1,20/03/23,03/2023,Tradicional,Divorciado(a),Secundario
13,864,9185212,32000,Moto,740534,"DIAZ, SOFIA",420000,SANTIAGO DEL ESTERO,Santiago del Estero,NOA,26/10/1998,25,Femenino,1,25/03/23,03/2023,Tradicional,Divorciado(a),Secundario
13,863,N/A,N/A,Dinero,740535,"GEREZ, CRISTOFER WERFIL",420000,SANTIAGO DEL ESTERO,Santiago del Estero,NOA,30/04/1986,38,Masculino,1,25/03/23,03/2023,Tradicional,Divorciado(a),Secundario
13,809,5632417,17067,Moto,740537,"SOSA, CLAUDIA ELIZABETH",420000,SANTIAGO DEL ESTERO,Santiago del Estero,NOA,2/04/1992,32,Femenino,1,25/03/23,03/2023,Tradicional,Soltero(a),Secundario
13,872,12285912,42800,Dinero,740539,"TEVEZ, CARLA MILAGROS",430000,LA BANDA,Santiago del Estero,NOA,1/03/1991,33,Femenino,1,20/03/23,03/2023,Tradicional,Viudo(a),Primario
13,843,48231065,168000,Utilitario,740850,"ACUNA, MARIANA LUCRECIA",420000,SANTIAGO DEL ESTERO,Santiago del Estero,NOA,15/10/1987,36,Femenino,1,06/03/23,03/2023,Tradicional,Viudo(a),Primario
13,864,9185212,32000,Moto,740851,"ACUNA, MARIANA LUCRECIA",420000,SANTIAGO DEL ESTERO,Santiago del Estero,NOA,15/10/1987,36,Femenino,1,06/03/23,03/2023,Tradicional,Divorciado(a),Terciario
13,872,12285912,42800,Dinero,740862,"LEMOS, GERMAN HUGO",244000,SASTRE,Santa Fe,Santa Fe,23/09/1982,41,Masculino,1,20/03/23,03/2023,Tradicional,Casado(a),Secundario
13,872,12285912,42800,Dinero,740885,"CHENA, FERNANDO",430000,LA BANDA,Santiago del Estero,NOA,5/10/1998,25,Masculino,1,,03/2023,Tradicional,Viudo(a),Terciario
13,873,33588870,117000,Automóvil,740907,"COSENTINO, MIGUEL ANGEL",420000,SANTIAGO DEL ESTERO,Santiago del Estero,NOA,22/10/1958,65,Masculino,1,25/03/23,03/2023,Tradicional,Casado(a),Universitario
13,873,33588870,117000,Automóvil,740910,"MARRON, WALTER OMAR",420000,SANTIAGO DEL ESTERO,Santiago del Estero,NOA,19/11/1965,58,Masculino,1,25/03/23,03/2023,Tradicional,Soltero(a),Secundario
13,871,12285912,42800,Dinero,740912,"ROLDAN, CRISTIAN ARIEL",430000,LA BANDA,Santiago del Estero,NOA,21/07/1996,28,Masculino,1,20/03/23,03/2023,Tradicional,Divorciado(a),Terciario
13,822,21530592,75000,Automóvil,740914,"MAGUNA, MARCELA MAGALI",430000,LA BANDA,Santiago del Estero,NOA,18/04/1973,51,Femenino,1,25/03/23,03/2023,Tradicional,Casado(a),Terciario
13,872,12285912,42800,Dinero,740915,"ABREGU, YENIFER ESTEFANIA",430000,LA BANDA,Santiago del Estero,NOA,18/01/2000,24,Femenino,1,,03/2023,Tradicional,Soltero(a),Primario
13,825,8266486,28800,Dinero,740917,"ARGANARAS, RITA ALEJANDRA",430000,LA BANDA,Santiago del Estero,NOA,17/03/1998,26,Femenino,1,20/03/23,03/2023,Tradicional,Soltero(a),Terciario
13,813,71773418,250000,Utilitario,740919,"DIAZ, HUMBERTO FABRICIANO",430000,LA BANDA,Santiago del Estero,NOA,24/11/1975,48,Masculino,1,13/03/23,03/2023,Tradicional,Casado(a),Secundario
13,869,7261629,25300,Moto,740920,"CAPPEDE, ELENA ISABEL",430000,LA BANDA,Santiago del Estero,NOA,25/09/1976,47,Femenino,1,25/03/23,03/2023,Tradicional,Viudo(a),Primario
13,875,27272629,95000,Automóvil,740922,"GEREZ, MARCOS ANDRES",430200,VILMER,Santiago del Estero,NOA,16/03/1994,30,Masculino,1,25/03/23,03/2023,Tradicional,Casado(a),Primario
13,869,7261629,25300,Moto,740924,"MARTINEZ, NIEVES ALEJANDRA",430000,LA BANDA,Santiago del Estero,NOA,8/05/1983,41,Femenino,1,20/03/23,03/2023,Tradicional,Divorciado(a),Secundario
13,805,14874196,45073,Automóvil,740925,"MARTINEZ, NIEVES ALEJANDRA",430000,LA BANDA,Santiago del Estero,NOA,8/05/1983,41,Femenino,1,20/03/23,03/2023,Tradicional,Casado(a),Primario
13,872,12285912,42800,Dinero,740926,"GOMEZ, REYNERO",430200,VILMER,Santiago del Estero,NOA,2/10/1978,45,Masculino,1,25/03/23,03/2023,Tradicional,Viudo(a),Terciario
13,813,71773418,250000,Utilitario,740928,"DEGANI, CAROLINA ANAHI",430000,LA BANDA,Santiago del Estero,NOA,9/10/1995,28,Femenino,1,25/03/23,03/2023,Tradicional,Casado(a),Secundario
13,864,9185212,32000,Moto,741102,"CHANETON ROLDAN, ROXANA DEL V.",422000,TERMAS RIO HONDO,Santiago del Estero,NOA,14/09/1974,50,Femenino,1,25/03/23,03/2023,Tradicional,Viudo(a),Terciario
13,862,N/A,N/A,Automóvil,741103,"PAZ, ANDREA LORENA",420000,SANTIAGO DEL ESTERO,Santiago del Estero,NOA,24/10/1989,34,Femenino,1,,03/2023,Tradicional,Casado(a),Universitario
13,815,29039763,102200,Dinero,741345,"RUIZ, LAURA MARIELA",430000,LA BANDA,Santiago del Estero,NOA,22/05/1978,46,Femenino,1,25/03/23,03/2023,Tradicional,Divorciado(a),Primario
13,864,9185212,32000,Moto,741346,"CORTI, MARINA CLARIBEL",430000,LA BANDA,Santiago del Estero,NOA,18/06/1986,38,Femenino,1,25/03/23,03/2023,Tradicional,Divorciado(a),Primario
13,872,12285912,42800,Dinero,741347,"MAGUNA, EZEQUIEL ADRIAN",430000,LA BANDA,Santiago del Estero,NOA,10/11/1980,43,Masculino,1,25/03/23,03/2023,Tradicional,Casado(a),Terciario
13,864,9185212,32000,Moto,741348,"DIAZ, JOSE ALFREDO",430000,LA BANDA,Santiago del Estero,NOA,12/05/1995,29,Masculino,1,25/03/23,03/2023,Tradicional,Casado(a),Primario
13,864,9185212,32000,Moto,741349,"PEREYRA, RAQUEL PAMELA",430106,SANTO DOMINGO ROBLES,Santiago del Estero,NOA,10/06/1995,29,Femenino,1,25/03/23,03/2023,Tradicional,Casado(a),Secundario
13,872,12285912,42800,Dinero,741350,"PEREYRA, ANA PAULA",430103,BANDERA BAJADA,Santiago del Estero,NOA,12/08/1956,68,Femenino,1,25/03/23,03/2023,Tradicional,Soltero(a),Secundario
13,821,20152503,70200,Dinero,741360,"CORONEL, CARLINA SUSANA",420000,SANTIAGO DEL ESTERO,Santiago del Estero,NOA,2/03/1981,43,Femenino,1,,03/2023,Tradicional,Casado(a),Terciario
13,821,20152503,70200,Dinero,741919,"CORONEL, CARLINA SUSANA",420000,SANTIAGO DEL ESTERO,Santiago del Estero,NOA,2/03/1981,43,Femenino,1,20/03/23,03/2023,Tradicional,Casado(a),Secundario
13,864,9185212,32000,Moto,742007,"CORONEL, VANESA ALEJANDRA",420000,SANTIAGO DEL ESTERO,Santiago del Estero,NOA,13/06/1989,35,Femenino,1,20/03/23,03/2023,Tradicional,Viudo(a),Secundario
13,870,7261629,25300,Moto,742019,"SANTILLAN, VERONICA INES",430000,LA BANDA,Santiago del Estero,NOA,7/06/1983,41,Femenino,1,25/03/23,03/2023,Tradicional,Divorciado(a),Secundario
13,822,21530592,75000,Automóvil,740366,"SAAVEDRA, GLADYS MARCELA",430000,LA BANDA,Santiago del Estero,NOA,21/10/1963,60,Femenino,1,20/03/23,03/2023,Tradicional,Soltero(a),Terciario
13,864,9185212,32000,Moto,740367,"SOSA, MARIA SOLEDAD",430000,LA BANDA,Santiago del Estero,NOA,5/05/1982,42,Femenino,1,13/03/23,03/2023,Tradicional,Soltero(a),Primario
13,827,35311481,123000,Automóvil,740368,"GALLARDO, GLADYS NOEMI",430000,LA BANDA,Santiago del Estero,NOA,1/06/1974,50,Femenino,1,13/03/23,03/2023,Tradicional,Divorciado(a),Secundario
13,873,33588870,117000,Automóvil,740369,"MONTALVA, PAOLA",420000,SANTIAGO DEL ESTERO,Santiago del Estero,NOA,19/11/1984,39,Femenino,1,20/03/23,03/2023,Tradicional,Casado(a),Secundario
13,869,7261629,25300,Moto,740370,"JIMENEZ, CRISTIAN SAMUEL",430000,LA BANDA,Santiago del Estero,NOA,17/07/1995,29,Masculino,1,20/03/23,03/2023,Tradicional,Soltero(a),Terciario
13,872,12285912,42800,Dinero,740889,"VERA, MANUEL ALEJANDRO",420000,SANTIAGO DEL ESTERO,Santiago del Estero,NOA,19/12/1969,54,Masculino,1,20/03/23,03/2023,Tradicional,Casado(a),Universitario
13,821,20152503,70200,Dinero,740891,"JORGE EJEA, CRISTIAN JAVIER",430000,LA BANDA,Santiago del Estero,NOA,25/06/1975,49,Masculino,1,25/03/23,03/2023,Tradicional,Divorciado(a),Terciario
13,814,29039763,102200,Dinero,740895,"SEQUEIRA, NOELIA MELISA",420000,SANTIAGO DEL ESTERO,Santiago del Estero,NOA,22/10/1983,40,Femenino,1,13/03/23,03/2023,Tradicional,Casado(a),Secundario
13,821,20152503,70200,Dinero,740899,"ANZANI, ALEJANDRO CESAR",420000,SANTIAGO DEL ESTERO,Santiago del Estero,NOA,8/03/1962,62,Masculino,1,25/03/23,03/2023,Tradicional,Soltero(a),Secundario
13,869,7261629,25300,Moto,740900,"GEREZ, RAFAEL",430000,LA BANDA,Santiago del Estero,NOA,26/03/1977,47,Masculino,1,20/03/23,03/2023,Tradicional,Casado(a),Primario
13,864,9185212,32000,Moto,741100,"TUR, JOSE ISMAEL",430000,LA BANDA,Santiago del Estero,NOA,29/09/1949,74,Masculino,1,25/03/23,03/2023,Tradicional,Casado(a),Primario
13,872,12285912,42800,Dinero,741101,"CRNICH, AXEL ESTEBAN",430800,BELTRAN,Santiago del Estero,NOA,6/11/1987,36,Masculino,1,13/03/23,03/2023,Tradicional,Viudo(a),Primario
13,815,29039763,102200,Dinero,740520,"CANARIO, TERESA DEL VALLE",430000,LA BANDA,Santiago del Estero,NOA,16/10/1976,47,Femenino,1,,03/2023,Tradicional,Casado(a),Primario
13,813,71773418,250000,Utilitario,740524,"SAUREZ, JUAN IGNACIO",420000,SANTIAGO DEL ESTERO,Santiago del Estero,NOA,27/11/1994,29,Masculino,1,25/03/23,03/2023,Tradicional,Casado(a),Primario
13,871,12285912,42800,Dinero,740525,"HERRERA, JORGE",430000,LA BANDA,Santiago del Estero,NOA,20/10/1990,33,Masculino,1,25/03/23,03/2023,Tradicional,Soltero(a),Universitario
13,871,12285912,42800,Dinero,740527,"JUAREZ, DIEGO ALFREDO",420000,SANTIAGO DEL ESTERO,Santiago del Estero,NOA,31/12/1980,43,Masculino,1,,03/2023,Tradicional,Viudo(a),Universitario
13,870,7261629,25300,Moto,740530,"CARABAJAL, CESAR FACUNDO",420000,SANTIAGO DEL ESTERO,Santiago del Estero,NOA,22/02/1986,38,Masculino,1,20/03/23,03/2023,Tradicional,Casado(a),Terciario
13,864,9185212,32000,Moto,740878,"TEVEZ, NATALIA NORALI",420000,SANTIAGO DEL ESTERO,Santiago del Estero,NOA,6/05/1988,36,Femenino,1,,03/2023,Tradicional,Soltero(a),Terciario
13,872,12285912,42800,Dinero,740879,"CORONEL, FERNANDO ANDRES",420000,SANTIAGO DEL ESTERO,Santiago del Estero,NOA,16/04/1994,30,Masculino,1,,03/2023,Tradicional,Viudo(a),Terciario
13,821,20152503,70200,Dinero,740880,"GALVAN LLANOS, LUIS ALEJANDRO",420000,SANTIAGO DEL ESTERO,Santiago del Estero,NOA,6/12/1966,57,Masculino,1,20/03/23,03/2023,Tradicional,Soltero(a),Secundario
13,811,30143684,105000,Automóvil,740881,"ABDALA, ROSANA RAQUEL",435400,COLONIA EL SIMBOLAR,Santiago del Estero,NOA,29/11/1991,32,Femenino,1,20/03/23,03/2023,Tradicional,Divorciado(a),Primario
13,815,29039763,102200,Dinero,740886,"ULLA, FERNANDO ADRIAN",420000,SANTIAGO DEL ESTERO,Santiago del Estero,NOA,10/08/1992,32,Masculino,1,,03/2023,Tradicional,Soltero(a),Primario
13,872,12285912,42800,Dinero,740887,"PAZ, FEDERICO",420000,SANTIAGO DEL ESTERO,Santiago del Estero,NOA,10/08/1998,26,Masculino,1,13/03/23,03/2023,Tradicional,Soltero(a),Terciario
13,822,21530592,75000,Automóvil,740888,"CAPURRO, CARLOS ALEJANDRO",420000,SANTIAGO DEL ESTERO,Santiago del Estero,NOA,15/02/1991,33,Masculino,1,25/03/23,03/2023,Tradicional,Casado(a),Universitario
13,864,9185212,32000,Moto,740908,"GUTIERREZ, SILVIA DEL VALLE",420000,SANTIAGO DEL ESTERO,Santiago del Estero,NOA,19/07/1968,56,Femenino,1,25/03/23,03/2023,Tradicional,Divorciado(a),Secundario
13,864,9185212,32000,Moto,740909,"LEZANA, ZULMA MARIELA",420000,SANTIAGO DEL ESTERO,Santiago del Estero,NOA,11/06/1976,48,Femenino,1,13/03/23,03/2023,Tradicional,Divorciado(a),Secundario
13,871,12285912,42800,Dinero,727513,"GARNICA, ALVARO ALEJANDRO",420000,SANTIAGO DEL ESTERO,Santiago del Estero,NOA,12/01/1992,32,Masculino,1,22/06/22,03/2023,Tradicional,Soltero(a),Terciario
13,813,71773418,250000,Utilitario,740382,"GUERRA, EDUARDO EMANUEL",420000,SANTIAGO DEL ESTERO,Santiago del Estero,NOA,28/12/1991,32,Masculino,1,25/03/23,03/2023,Tradicional,Viudo(a),Universitario
13,872,12285912,42800,Dinero,740385,"SILVETTI, JOSE LUIS",430000,LA BANDA,Santiago del Estero,NOA,28/06/1987,37,Masculino,1,13/03/23,03/2023,Tradicional,Soltero(a),Primario
13,869,7261629,25300,Moto,740387,"BATTISTA, FLORENCIA",420000,SANTIAGO DEL ESTERO,Santiago del Estero,NOA,14/04/1994,30,Femenino,1,,03/2023,Tradicional,Casado(a),Secundario
13,872,12285912,42800,Dinero,740389,"GUERRA, EDUARDO EMANUEL",420000,SANTIAGO DEL ESTERO,Santiago del Estero,NOA,28/12/1991,32,Masculino,1,25/03/23,03/2023,Tradicional,Soltero(a),Universitario
13,865,40766417,142000,Automóvil,740391,"CARABAJAL, RAUL FERNANDO",430000,LA BANDA,Santiago del Estero,NOA,10/01/1972,52,Masculino,1,25/03/23,03/2023,Tradicional,Viudo(a),Terciario
13,861,N/A,N/A,Moto,740513,"LOBO, FRANCO EDUARDO",420000,SANTIAGO DEL ESTERO,Santiago del Estero,NOA,8/09/1989,35,Masculino,1,20/03/23,03/2023,Tradicional,Divorciado(a),Secundario
13,864,9185212,32000,Moto,740516,"AYUNTA, DIEGO ARMANDO",420000,SANTIAGO DEL ESTERO,Santiago del Estero,NOA,14/11/1981,42,Masculino,1,13/03/23,03/2023,Tradicional,Divorciado(a),Universitario
13,870,7261629,25300,Moto,740518,"IBARRA, GABRIELA CRISTIAN",420000,SANTIAGO DEL ESTERO,Santiago del Estero,NOA,14/02/1985,39,Femenino,1,25/03/23,03/2023,Tradicional,Soltero(a),Secundario
13,875,27272629,95000,Automóvil,740531,"LOBO, FRANCO EDUARDO",420000,SANTIAGO DEL ESTERO,Santiago del Estero,NOA,8/09/1989,35,Masculino,1,20/03/23,03/2023,Tradicional,Soltero(a),Primario
13,870,7261629,25300,Moto,740890,"GONZALEZ, MARIO ERALDO",420000,SANTIAGO DEL ESTERO,Santiago del Estero,NOA,24/05/1968,56,Masculino,1,20/03/23,03/2023,Tradicional,Divorciado(a),Secundario
13,875,27272629,95000,Automóvil,740892,"GALVAN, ROCIO ANABEL",430000,LA BANDA,Santiago del Estero,NOA,27/05/1993,31,Femenino,1,13/03/23,03/2023,Tradicional,Casado(a),Terciario
13,821,20152503,70200,Dinero,740916,"AGUERO FERNANDEZ, CARLOS ALBERT",420000,SANTIAGO DEL ESTERO,Santiago del Estero,NOA,10/06/1988,36,Masculino,1,25/03/23,03/2023,Tradicional,Divorciado(a),Secundario
13,864,9185212,32000,Moto,740918,"LOPEZ, FEDERICO MACIEL",430000,LA BANDA,Santiago del Estero,NOA,14/01/1998,26,Femenino,1,25/03/23,03/2023,Tradicional,Divorciado(a),Secundario
13,872,12285912,42800,Dinero,740936,"GIMENEZ RUDECINDO, ORLANDO",420000,SANTIAGO DEL ESTERO,Santiago del Estero,NOA,17/04/1955,69,Masculino,1,13/03/23,03/2023,Tradicional,Soltero(a),Terciario
13,828,9558444,33300,Moto,740393,"MEDINA, STEVENS DAYANS",422000,TERMAS RIO HONDO,Santiago del Estero,NOA,28/05/1991,33,Masculino,1,22/03/23,03/2023,Tradicional,Soltero(a),Terciario
13,864,9185212,32000,Moto,740394,"ROLDAN, ELIDA BEATRIZ",422000,TERMAS RIO HONDO,Santiago del Estero,NOA,29/10/1967,56,Femenino,1,20/03/23,03/2023,Tradicional,Viudo(a),Secundario
13,871,12285912,42800,Dinero,740396,"SOSA, HUGO RAMON",422000,TERMAS RIO HONDO,Santiago del Estero,NOA,28/09/2004,19,Masculino,1,20/03/23,03/2023,Tradicional,Divorciado(a),Secundario
13,873,33588870,117000,Automóvil,740485,"MONTESINOS, PATRICIA MARIEL",422000,TERMAS RIO HONDO,Santiago del Estero,NOA,24/02/1973,51,Femenino,1,25/03/23,03/2023,Tradicional,Soltero(a),Secundario
13,864,9185212,32000,Moto,740486,"CHAVEZ, MATIAS MIGUEL",422000,TERMAS RIO HONDO,Santiago del Estero,NOA,12/01/1990,34,Masculino,1,20/03/23,03/2023,Tradicional,Viudo(a),Primario
13,864,9185212,32000,Moto,740487,"CUEVAS, GABRIELA DEL VALLE",422000,TERMAS RIO HONDO,Santiago del Estero,NOA,20/10/1969,54,Femenino,1,25/03/23,03/2023,Tradicional,Viudo(a),Universitario
13,843,48231065,168000,Utilitario,740489,"CUEVAS, GABRIELA DEL VALLE",422000,TERMAS RIO HONDO,Santiago del Estero,NOA,20/10/1969,54,Femenino,1,25/03/23,03/2023,Tradicional,Divorciado(a),Terciario
13,828,9558444,33300,Moto,740490,"VALLADARES, BRENDA VANINA",422000,TERMAS RIO HONDO,Santiago del Estero,NOA,5/01/1991,33,Femenino,1,20/03/23,03/2023,Tradicional,Divorciado(a),Secundario
13,870,7261629,25300,Moto,740491,"LESCANO, LUISA RAFAELA",422000,TERMAS RIO HONDO,Santiago del Estero,NOA,24/10/1965,58,Femenino,1,20/03/23,03/2023,Tradicional,Divorciado(a),Terciario
13,872,12285912,42800,Dinero,740492,"PARRADO, GUILLERMO ORLANDO",422000,TERMAS RIO HONDO,Santiago del Estero,NOA,21/01/1975,49,Masculino,1,22/03/23,03/2023,Tradicional,Soltero(a),Primario
13,864,9185212,32000,Moto,740493,"VILLARREAL, GONZALO DANIEL",422000,TERMAS RIO HONDO,Santiago del Estero,NOA,6/04/2004,20,Masculino,1,20/03/23,03/2023,Tradicional,Viudo(a),Universitario
13,869,7261629,25300,Moto,740494,"SUAREZ, MARIO ENRIQUE",422000,TERMAS RIO HONDO,Santiago del Estero,NOA,26/10/1979,44,Masculino,1,20/03/23,03/2023,Tradicional,Casado(a),Secundario
13,864,9185212,32000,Moto,740495,"JUAREZ, GUSTAVO DANIEL",422000,TERMAS RIO HONDO,Santiago del Estero,NOA,9/10/2000,23,Masculino,1,,03/2023,Tradicional,Viudo(a),Terciario
13,864,9185212,32000,Moto,740497,"ZERRIZUELA, ELVIRA MAGDALENA",422000,TERMAS RIO HONDO,Santiago del Estero,NOA,23/07/1940,84,Femenino,1,20/03/23,03/2023,Tradicional,Casado(a),Universitario
13,875,27272629,95000,Automóvil,740499,"CAMPOS, MARA ELIZABETH",422000,TERMAS RIO HONDO,Santiago del Estero,NOA,4/02/1973,51,Femenino,1,20/03/23,03/2023,Tradicional,Divorciado(a),Primario
13,864,9185212,32000,Moto,740501,"ARGANARAZ, NILDA ELISA",422000,TERMAS RIO HONDO,Santiago del Estero,NOA,4/02/1972,52,Femenino,1,20/03/23,03/2023,Tradicional,Divorciado(a),Primario
